,figi,interval,o,c,h,l,v,time
533,BBG0056JW5G6,15min,114.44,113.56,114.44,113.46,17391,2021-06-24T17:30:00+00:00
534,BBG0056JW5G6,15min,113.54,113.22,113.67,112.9,15652,2021-06-24T17:45:00+00:00
535,BBG0056JW5G6,15min,113.26,113.79,113.8,113.22,10703,2021-06-24T18:00:00+00:00
536,BBG0056JW5G6,15min,113.76,113.77,114.19,113.7,13591,2021-06-24T18:15:00+00:00
537,BBG0056JW5G6,15min,113.83,114.43,114.48,113.67,10527,2021-06-24T18:30:00+00:00
538,BBG0056JW5G6,15min,114.41,114.69,114.7,114.39,11157,2021-06-24T18:45:00+00:00
539,BBG0056JW5G6,15min,114.7,115.05,115.2,114.7,21869,2021-06-24T19:00:00+00:00
540,BBG0056JW5G6,15min,115.12,114.53,115.13,114.49,15190,2021-06-24T19:15:00+00:00
541,BBG0056JW5G6,15min,114.52,114.2,114.58,114.06,21249,2021-06-24T19:30:00+00:00
542,BBG0056JW5G6,15min,114.22,113.7,114.22,113.43,36581,2021-06-24T19:45:00+00:00
543,BBG0056JW5G6,15min,113.76,113.06,114.0,113.06,1208,2021-06-24T20:00:00+00:00
544,BBG0056JW5G6,15min,113.07,113.7,113.7,113.07,86,2021-06-24T20:15:00+00:00
545,BBG0056JW5G6,15min,113.68,113.76,113.76,113.17,302,2021-06-24T20:30:00+00:00
546,BBG0056JW5G6,15min,113.8,113.8,113.8,113.8,31,2021-06-24T21:00:00+00:00
547,BBG0056JW5G6,15min,113.9,113.81,113.9,113.8,80,2021-06-24T21:15:00+00:00
548,BBG0056JW5G6,15min,113.9,113.9,113.9,113.9,9,2021-06-24T21:45:00+00:00
549,BBG0056JW5G6,15min,113.9,113.9,113.9,113.9,70,2021-06-24T22:00:00+00:00
550,BBG0056JW5G6,15min,113.88,113.88,113.88,113.88,7,2021-06-24T22:30:00+00:00
551,BBG0056JW5G6,15min,115.67,115.65,115.67,115.5,20,2021-06-25T07:00:00+00:00
552,BBG0056JW5G6,15min,115.5,115.65,115.65,115.5,4,2021-06-25T07:15:00+00:00
553,BBG0056JW5G6,15min,115.6,115.6,115.6,115.6,11,2021-06-25T07:30:00+00:00
554,BBG0056JW5G6,15min,115.66,115.66,115.66,115.66,1,2021-06-25T07:45:00+00:00
555,BBG0056JW5G6,15min,115.68,114.33,115.68,114.33,124,2021-06-25T08:00:00+00:00
556,BBG0056JW5G6,15min,114.33,114.33,114.33,114.33,3,2021-06-25T08:15:00+00:00
557,BBG0056JW5G6,15min,114.33,114.33,114.33,114.33,3,2021-06-25T08:30:00+00:00
558,BBG0056JW5G6,15min,115.44,115.44,115.44,115.44,10,2021-06-25T08:45:00+00:00
559,BBG0056JW5G6,15min,113.9,113.9,113.9,113.9,1,2021-06-25T09:00:00+00:00
560,BBG0056JW5G6,15min,114.47,114.47,114.47,114.47,4,2021-06-25T09:30:00+00:00
561,BBG0056JW5G6,15min,114.97,114.37,114.97,114.37,4,2021-06-25T09:45:00+00:00
562,BBG0056JW5G6,15min,113.91,113.17,113.91,113.17,3,2021-06-25T11:00:00+00:00
563,BBG0056JW5G6,15min,115.6,115.6,115.6,115.6,2,2021-06-25T11:15:00+00:00
564,BBG0056JW5G6,15min,113.7,113.5,113.8,113.31,473,2021-06-25T11:30:00+00:00
565,BBG0056JW5G6,15min,113.58,113.41,113.58,113.3,338,2021-06-25T11:45:00+00:00
566,BBG0056JW5G6,15min,113.5,113.5,113.51,113.5,174,2021-06-25T12:00:00+00:00
567,BBG0056JW5G6,15min,113.56,113.44,113.56,113.44,2060,2021-06-25T12:15:00+00:00
568,BBG0056JW5G6,15min,113.42,113.6,113.83,113.37,574,2021-06-25T12:30:00+00:00
